epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.47826087474823,0.4352678954601288,9.999999747378752e-05,1.088383436203003,0.6818181872367859,0.46875,0.692307710647583,0.5,0.6759137511253357,0.692307710647583,1.0
1,0.47826087474823,0.5245535969734192,9.999999747378752e-05,1.0086941719055176,0.6818181872367859,0.46875,0.692307710647583,0.625,0.655807375907898,0.692307710647583,1.0
2,0.5,0.53125,9.999999747378752e-05,0.9292446374893188,0.7142857313156128,0.46875,0.692307710647583,0.4166666567325592,0.6552357077598572,0.692307710647583,1.0
3,0.6086956262588501,0.6160714626312256,9.999999747378752e-05,0.7997217774391174,0.7916666865348816,0.59375,0.692307710647583,0.4305555522441864,0.6656150221824646,0.692307710647583,1.0
4,0.54347825050354,0.5535714030265808,9.999999747378752e-05,0.8553466796875,0.739130437374115,0.53125,0.692307710647583,0.5416666865348816,0.6755406260490417,0.692307710647583,1.0
5,0.3695652186870575,0.3136160671710968,9.999999747378752e-05,1.1873235702514648,0.5652173757553101,0.40625,0.692307710647583,0.5416666865348816,0.678236722946167,0.692307710647583,1.0
6,0.43478259444236755,0.4821428656578064,9.999999747378752e-05,0.9552481174468994,0.6363636255264282,0.4375,0.692307710647583,0.4861111044883728,0.6711704730987549,0.692307710647583,1.0
7,0.5869565010070801,0.6272320747375488,9.999999747378752e-05,0.8134621381759644,0.782608687877655,0.5625,0.5384615659713745,0.5,0.6917203664779663,0.7142857313156128,0.5555555820465088
8,0.695652186870575,0.703125,4.999999873689376e-05,0.7099590301513672,0.8461538553237915,0.6875,0.5384615659713745,0.402777761220932,0.6897512674331665,0.7142857313156128,0.5555555820465088
9,0.6086956262588501,0.5613839030265808,4.999999873689376e-05,0.773345947265625,0.75,0.65625,0.5384615659713745,0.4166666567325592,0.6794630289077759,0.6363636255264282,0.7777777910232544
10,0.6304348111152649,0.6216517686843872,4.999999873689376e-05,0.7476382255554199,0.7586206793785095,0.6875,0.5384615659713745,0.4166666567325592,0.6815192699432373,0.6363636255264282,0.7777777910232544
11,0.52173912525177,0.4486607313156128,4.999999873689376e-05,0.9117439389228821,0.75,0.46875,0.5384615659713745,0.5,0.6758164763450623,0.6363636255264282,0.7777777910232544
12,0.6086956262588501,0.6930803656578064,4.999999873689376e-05,0.6592845916748047,0.7916666865348816,0.59375,0.6153846383094788,0.3472222089767456,0.6839770078659058,0.6666666865348816,0.8888888955116272
13,0.45652174949645996,0.4319196343421936,2.499999936844688e-05,0.9224563837051392,0.6842105388641357,0.40625,0.5384615659713745,0.3888888955116272,0.6820083260536194,0.6363636255264282,0.7777777910232544
14,0.5652173757553101,0.4821428656578064,2.499999936844688e-05,0.9396067261695862,0.699999988079071,0.65625,0.6153846383094788,0.3888888955116272,0.6821779012680054,0.6666666865348816,0.8888888955116272
15,0.52173912525177,0.5435267686843872,2.499999936844688e-05,0.8850954174995422,0.75,0.46875,0.6153846383094788,0.2916666865348816,0.6868698596954346,0.6666666865348816,0.8888888955116272
16,0.54347825050354,0.5089285969734192,2.499999936844688e-05,1.0379691123962402,0.7200000286102295,0.5625,0.6153846383094788,0.375,0.6783406734466553,0.6666666865348816,0.8888888955116272
17,0.43478259444236755,0.4754464328289032,2.499999936844688e-05,0.9434348940849304,0.6363636255264282,0.4375,0.5384615659713745,0.3611111044883728,0.68571537733078,0.6363636255264282,0.7777777910232544
